eventID,occurrenceID,measurementID,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementUnitID
IYS:GoA2019:Stn11:trawl:sample421,IYS:GoA2019:Stn11:trawl:sample421:occ,IYS:GoA2019:Stn11:trawl:sample421:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,464,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample421,IYS:GoA2019:Stn11:trawl:sample421:occ,IYS:GoA2019:Stn11:trawl:sample421:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,F,http://vocab.nerc.ac.uk/collection/S10/current/S102/,NA,NA
IYS:GoA2019:Stn11:trawl:sample421,IYS:GoA2019:Stn11:trawl:sample421:occ,IYS:GoA2019:Stn11:trawl:sample421:occ:total_weight,total weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1235,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample422,IYS:GoA2019:Stn11:trawl:sample422:occ,IYS:GoA2019:Stn11:trawl:sample422:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample422,IYS:GoA2019:Stn11:trawl:sample422:occ,IYS:GoA2019:Stn11:trawl:sample422:occ:species_length,species length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,368,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample422,IYS:GoA2019:Stn11:trawl:sample422:occ,IYS:GoA2019:Stn11:trawl:sample422:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,345,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample422,IYS:GoA2019:Stn11:trawl:sample422:occ,IYS:GoA2019:Stn11:trawl:sample422:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,M,http://vocab.nerc.ac.uk/collection/S10/current/S103/,NA,NA
IYS:GoA2019:Stn11:trawl:sample422,IYS:GoA2019:Stn11:trawl:sample422:occ,IYS:GoA2019:Stn11:trawl:sample422:occ:total_weight,total weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,530,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample423,IYS:GoA2019:Stn11:trawl:sample423:occ,IYS:GoA2019:Stn11:trawl:sample423:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample423,IYS:GoA2019:Stn11:trawl:sample423:occ,IYS:GoA2019:Stn11:trawl:sample423:occ:species_length,species length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,355,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample423,IYS:GoA2019:Stn11:trawl:sample423:occ,IYS:GoA2019:Stn11:trawl:sample423:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,332,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample423,IYS:GoA2019:Stn11:trawl:sample423:occ,IYS:GoA2019:Stn11:trawl:sample423:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,F,http://vocab.nerc.ac.uk/collection/S10/current/S102/,NA,NA
IYS:GoA2019:Stn11:trawl:sample423,IYS:GoA2019:Stn11:trawl:sample423:occ,IYS:GoA2019:Stn11:trawl:sample423:occ:total_weight,total weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,462,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample424,IYS:GoA2019:Stn11:trawl:sample424:occ,IYS:GoA2019:Stn11:trawl:sample424:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample424,IYS:GoA2019:Stn11:trawl:sample424:occ,IYS:GoA2019:Stn11:trawl:sample424:occ:species_length,species length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,397,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample424,IYS:GoA2019:Stn11:trawl:sample424:occ,IYS:GoA2019:Stn11:trawl:sample424:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,378,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample424,IYS:GoA2019:Stn11:trawl:sample424:occ,IYS:GoA2019:Stn11:trawl:sample424:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,M,http://vocab.nerc.ac.uk/collection/S10/current/S103/,NA,NA
IYS:GoA2019:Stn11:trawl:sample424,IYS:GoA2019:Stn11:trawl:sample424:occ,IYS:GoA2019:Stn11:trawl:sample424:occ:total_weight,total weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,692,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample425,IYS:GoA2019:Stn11:trawl:sample425:occ,IYS:GoA2019:Stn11:trawl:sample425:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample425,IYS:GoA2019:Stn11:trawl:sample425:occ,IYS:GoA2019:Stn11:trawl:sample425:occ:species_length,species length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,396,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample425,IYS:GoA2019:Stn11:trawl:sample425:occ,IYS:GoA2019:Stn11:trawl:sample425:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,374,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample425,IYS:GoA2019:Stn11:trawl:sample425:occ,IYS:GoA2019:Stn11:trawl:sample425:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,F,http://vocab.nerc.ac.uk/collection/S10/current/S102/,NA,NA
IYS:GoA2019:Stn11:trawl:sample425,IYS:GoA2019:Stn11:trawl:sample425:occ,IYS:GoA2019:Stn11:trawl:sample425:occ:total_weight,total weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,684,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample426,IYS:GoA2019:Stn11:trawl:sample426:occ,IYS:GoA2019:Stn11:trawl:sample426:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample426,IYS:GoA2019:Stn11:trawl:sample426:occ,IYS:GoA2019:Stn11:trawl:sample426:occ:species_length,species length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,425,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample426,IYS:GoA2019:Stn11:trawl:sample426:occ,IYS:GoA2019:Stn11:trawl:sample426:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,404,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample426,IYS:GoA2019:Stn11:trawl:sample426:occ,IYS:GoA2019:Stn11:trawl:sample426:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,M,http://vocab.nerc.ac.uk/collection/S10/current/S103/,NA,NA
IYS:GoA2019:Stn11:trawl:sample426,IYS:GoA2019:Stn11:trawl:sample426:occ,IYS:GoA2019:Stn11:trawl:sample426:occ:total_weight,total weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,828,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample427,IYS:GoA2019:Stn11:trawl:sample427:occ,IYS:GoA2019:Stn11:trawl:sample427:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample427,IYS:GoA2019:Stn11:trawl:sample427:occ,IYS:GoA2019:Stn11:trawl:sample427:occ:species_length,species length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,392,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample427,IYS:GoA2019:Stn11:trawl:sample427:occ,IYS:GoA2019:Stn11:trawl:sample427:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,374,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample427,IYS:GoA2019:Stn11:trawl:sample427:occ,IYS:GoA2019:Stn11:trawl:sample427:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,F,http://vocab.nerc.ac.uk/collection/S10/current/S102/,NA,NA
IYS:GoA2019:Stn11:trawl:sample427,IYS:GoA2019:Stn11:trawl:sample427:occ,IYS:GoA2019:Stn11:trawl:sample427:occ:total_weight,total weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,642,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample428,IYS:GoA2019:Stn11:trawl:sample428:occ,IYS:GoA2019:Stn11:trawl:sample428:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample428,IYS:GoA2019:Stn11:trawl:sample428:occ,IYS:GoA2019:Stn11:trawl:sample428:occ:species_length,species length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,404,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample428,IYS:GoA2019:Stn11:trawl:sample428:occ,IYS:GoA2019:Stn11:trawl:sample428:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,384,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample428,IYS:GoA2019:Stn11:trawl:sample428:occ,IYS:GoA2019:Stn11:trawl:sample428:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,F,http://vocab.nerc.ac.uk/collection/S10/current/S102/,NA,NA
IYS:GoA2019:Stn11:trawl:sample428,IYS:GoA2019:Stn11:trawl:sample428:occ,IYS:GoA2019:Stn11:trawl:sample428:occ:total_weight,total weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,640,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample429,IYS:GoA2019:Stn11:trawl:sample429:occ,IYS:GoA2019:Stn11:trawl:sample429:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample429,IYS:GoA2019:Stn11:trawl:sample429:occ,IYS:GoA2019:Stn11:trawl:sample429:occ:species_length,species length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,404,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample429,IYS:GoA2019:Stn11:trawl:sample429:occ,IYS:GoA2019:Stn11:trawl:sample429:occ:standard_length,Standard length,http://vocab.nerc.ac.uk/collection/P01/current/SL01XX01/,383,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample429,IYS:GoA2019:Stn11:trawl:sample429:occ,IYS:GoA2019:Stn11:trawl:sample429:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,F,http://vocab.nerc.ac.uk/collection/S10/current/S102/,NA,NA
IYS:GoA2019:Stn11:trawl:sample429,IYS:GoA2019:Stn11:trawl:sample429:occ,IYS:GoA2019:Stn11:trawl:sample429:occ:total_weight,total weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,628,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample430,IYS:GoA2019:Stn11:trawl:sample430:occ,IYS:GoA2019:Stn11:trawl:sample430:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample430,IYS:GoA2019:Stn11:trawl:sample430:occ,IYS:GoA2019:Stn11:trawl:sample430:occ:species_length,species length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,178,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample430,IYS:GoA2019:Stn11:trawl:sample430:occ,IYS:GoA2019:Stn11:trawl:sample430:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,M,http://vocab.nerc.ac.uk/collection/S10/current/S103/,NA,NA
IYS:GoA2019:Stn11:trawl:sample430,IYS:GoA2019:Stn11:trawl:sample430:occ,IYS:GoA2019:Stn11:trawl:sample430:occ:total_weight,total weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,124,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample431,IYS:GoA2019:Stn11:trawl:sample431:occ,IYS:GoA2019:Stn11:trawl:sample431:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample431,IYS:GoA2019:Stn11:trawl:sample431:occ,IYS:GoA2019:Stn11:trawl:sample431:occ:species_length,species length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,201,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample431,IYS:GoA2019:Stn11:trawl:sample431:occ,IYS:GoA2019:Stn11:trawl:sample431:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,M,http://vocab.nerc.ac.uk/collection/S10/current/S103/,NA,NA
IYS:GoA2019:Stn11:trawl:sample431,IYS:GoA2019:Stn11:trawl:sample431:occ,IYS:GoA2019:Stn11:trawl:sample431:occ:total_weight,total weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,184,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample432,IYS:GoA2019:Stn11:trawl:sample432:occ,IYS:GoA2019:Stn11:trawl:sample432:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample432,IYS:GoA2019:Stn11:trawl:sample432:occ,IYS:GoA2019:Stn11:trawl:sample432:occ:species_length,species length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,174,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample432,IYS:GoA2019:Stn11:trawl:sample432:occ,IYS:GoA2019:Stn11:trawl:sample432:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,M,http://vocab.nerc.ac.uk/collection/S10/current/S103/,NA,NA
IYS:GoA2019:Stn11:trawl:sample432,IYS:GoA2019:Stn11:trawl:sample432:occ,IYS:GoA2019:Stn11:trawl:sample432:occ:total_weight,total weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,122,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample433,IYS:GoA2019:Stn11:trawl:sample433:occ,IYS:GoA2019:Stn11:trawl:sample433:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample433,IYS:GoA2019:Stn11:trawl:sample433:occ,IYS:GoA2019:Stn11:trawl:sample433:occ:max_length,maximum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,46,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample433,IYS:GoA2019:Stn11:trawl:sample433:occ,IYS:GoA2019:Stn11:trawl:sample433:occ:min_length,minimum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,36,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample433,IYS:GoA2019:Stn11:trawl:sample433:occ,IYS:GoA2019:Stn11:trawl:sample433:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,N,http://vocab.nerc.ac.uk/collection/S10/current/S104/,NA,NA
IYS:GoA2019:Stn11:trawl:sample434,IYS:GoA2019:Stn11:trawl:sample434:occ,IYS:GoA2019:Stn11:trawl:sample434:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample434,IYS:GoA2019:Stn11:trawl:sample434:occ,IYS:GoA2019:Stn11:trawl:sample434:occ:max_length,maximum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,50,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample434,IYS:GoA2019:Stn11:trawl:sample434:occ,IYS:GoA2019:Stn11:trawl:sample434:occ:min_length,minimum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,40,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample434,IYS:GoA2019:Stn11:trawl:sample434:occ,IYS:GoA2019:Stn11:trawl:sample434:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,N,http://vocab.nerc.ac.uk/collection/S10/current/S104/,NA,NA
IYS:GoA2019:Stn11:trawl:sample435,IYS:GoA2019:Stn11:trawl:sample435:occ,IYS:GoA2019:Stn11:trawl:sample435:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample435,IYS:GoA2019:Stn11:trawl:sample435:occ,IYS:GoA2019:Stn11:trawl:sample435:occ:max_length,maximum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,53,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample435,IYS:GoA2019:Stn11:trawl:sample435:occ,IYS:GoA2019:Stn11:trawl:sample435:occ:min_length,minimum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,43,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample435,IYS:GoA2019:Stn11:trawl:sample435:occ,IYS:GoA2019:Stn11:trawl:sample435:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,N,http://vocab.nerc.ac.uk/collection/S10/current/S104/,NA,NA
IYS:GoA2019:Stn11:trawl:sample436,IYS:GoA2019:Stn11:trawl:sample436:occ,IYS:GoA2019:Stn11:trawl:sample436:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,2,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample436,IYS:GoA2019:Stn11:trawl:sample436:occ,IYS:GoA2019:Stn11:trawl:sample436:occ:max_length,maximum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,55,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample436,IYS:GoA2019:Stn11:trawl:sample436:occ,IYS:GoA2019:Stn11:trawl:sample436:occ:min_length,minimum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,45,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample436,IYS:GoA2019:Stn11:trawl:sample436:occ,IYS:GoA2019:Stn11:trawl:sample436:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,N,http://vocab.nerc.ac.uk/collection/S10/current/S104/,NA,NA
IYS:GoA2019:Stn11:trawl:sample437,IYS:GoA2019:Stn11:trawl:sample437:occ,IYS:GoA2019:Stn11:trawl:sample437:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample437,IYS:GoA2019:Stn11:trawl:sample437:occ,IYS:GoA2019:Stn11:trawl:sample437:occ:max_length,maximum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,58,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample437,IYS:GoA2019:Stn11:trawl:sample437:occ,IYS:GoA2019:Stn11:trawl:sample437:occ:min_length,minimum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,48,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample437,IYS:GoA2019:Stn11:trawl:sample437:occ,IYS:GoA2019:Stn11:trawl:sample437:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,N,http://vocab.nerc.ac.uk/collection/S10/current/S104/,NA,NA
IYS:GoA2019:Stn11:trawl:sample438,IYS:GoA2019:Stn11:trawl:sample438:occ,IYS:GoA2019:Stn11:trawl:sample438:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample438,IYS:GoA2019:Stn11:trawl:sample438:occ,IYS:GoA2019:Stn11:trawl:sample438:occ:max_length,maximum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,64,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample438,IYS:GoA2019:Stn11:trawl:sample438:occ,IYS:GoA2019:Stn11:trawl:sample438:occ:min_length,minimum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,54,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample438,IYS:GoA2019:Stn11:trawl:sample438:occ,IYS:GoA2019:Stn11:trawl:sample438:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,N,http://vocab.nerc.ac.uk/collection/S10/current/S104/,NA,NA
IYS:GoA2019:Stn11:trawl:sample439,IYS:GoA2019:Stn11:trawl:sample439:occ,IYS:GoA2019:Stn11:trawl:sample439:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample439,IYS:GoA2019:Stn11:trawl:sample439:occ,IYS:GoA2019:Stn11:trawl:sample439:occ:max_length,maximum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,65,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample439,IYS:GoA2019:Stn11:trawl:sample439:occ,IYS:GoA2019:Stn11:trawl:sample439:occ:min_length,minimum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,55,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample439,IYS:GoA2019:Stn11:trawl:sample439:occ,IYS:GoA2019:Stn11:trawl:sample439:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,N,http://vocab.nerc.ac.uk/collection/S10/current/S104/,NA,NA
IYS:GoA2019:Stn11:trawl:sample440,IYS:GoA2019:Stn11:trawl:sample440:occ,IYS:GoA2019:Stn11:trawl:sample440:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample440,IYS:GoA2019:Stn11:trawl:sample440:occ,IYS:GoA2019:Stn11:trawl:sample440:occ:max_length,maximum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,67,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample440,IYS:GoA2019:Stn11:trawl:sample440:occ,IYS:GoA2019:Stn11:trawl:sample440:occ:min_length,minimum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,57,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample440,IYS:GoA2019:Stn11:trawl:sample440:occ,IYS:GoA2019:Stn11:trawl:sample440:occ:sex,sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,N,http://vocab.nerc.ac.uk/collection/S10/current/S104/,NA,NA
IYS:GoA2019:Stn11:trawl:sample441,IYS:GoA2019:Stn11:trawl:sample441:occ,IYS:GoA2019:Stn11:trawl:sample441:occ:individualCount,individualCount,http://vocab.nerc.ac.uk/collection/P01/current/OCOUNT01/,1,NA,individuals,http://vocab.nerc.ac.uk/collection/P06/current/UUUU/
IYS:GoA2019:Stn11:trawl:sample441,IYS:GoA2019:Stn11:trawl:sample441:occ,IYS:GoA2019:Stn11:trawl:sample441:occ:max_length,maximum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMAXLX/,67,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
IYS:GoA2019:Stn11:trawl:sample441,IYS:GoA2019:Stn11:trawl:sample441:occ,IYS:GoA2019:Stn11:trawl:sample441:occ:min_length,minimum length,http://vocab.nerc.ac.uk/collection/P01/current/OBSMINLX/,57,NA,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/
